Taxon	72v3.B	60v2.B	11v2.B	75v3.A	36v5.A	70v4.B	219v4.A	76v5.A	190v5.B	61v2.A	9v5.A	20v4.A	86v3.A	82v4.B	82v2.B	14v3.A	195v4.A	190v2.B	60v5.B	143v4.A	195v5.A	20v2.A	85v3.A	99v3.B	37v2.A	29v2.B	12v2.B	12v3.B	20v3.A	2v5.A	56v4.B	51v4.B	195v3.A	28v5.A	36v4.A	29v3.B	97v4.A	77v2.A	182v5.B	73v2.B	80v3.B	31v5.A	61v3.A	9v4.A	204v4.B	16v3.B	18v2.A	193v3.B	221v4.B	33v4.B	204v5.B	31v2.A	193v2.B	48v5.A	16v5.B	97v5.A	40v5.B	75v5.A	17v3.A	85v4.A	13v4.A	44v3.B	13v5.A	55v2.A	182v4.B	80v4.B	55v5.A	54v2.B	7v5.A	54v3.B	77v3.A	17v5.A	78v5.B	204v3.B	2v2.A	129v4.A	84v5.A	79v2.B	34v2.B	91v5.A	116v5.A	84v4.A	9v3.A	30v3.B	99v2.B	36v2.A	73v5.B	2v4.A	143v3.A	4v5.A	89v5.B	71v2.B	78v2.B	11v4.B	73v3.B	18v3.A	18v5.A	120v4.A	193v4.B	15v4.A	219v5.A	34v5.B	60v3.B	97v3.A	22v2.A	19v3.B	37v4.A	120v2.A	72v2.B	78v4.B	16v2.B	76v4.A	84v3.A	108v3.B	28v2.A	14v2.A	90v3.A	79v3.B	61v4.A	22v5.A	190v4.B	89v2.B	17v2.A	31v4.A	116v4.A	64v2.A	15v3.A	11v5.B	7v4.A	78v3.B	12v5.B	108v2.B	89v4.B	221v2.B	6v4.B	80v2.B.A48	29v4.B	116v2.A	85v5.A	91v3.A	30v4.B	129v5.A	4v2.A	221v5.B	26v2.B	28v4.A	60v4.B	55v3.A	28v3.A	33v2.B	7v2.A	54v4.B	70v5.B	2v3.A	91v4.A	64v4.A	76v2.A	71v4.B	90v2.A	51v5.B	26v4.B	34v3.B	97v2.A	26v3.B	5v5.B	44v2.B	56v5.B	18v4.A	16v4.B	5v4.B	129v3.A	70v3.B	73v4.B	72v5.B	193v5.B	9v2.A	86v2.A	30v2.B	71v3.B	108v4.B	40v2.B	40v3.B	86v5.A	31v3.A	6v2.B	13v2.A	77v5.A	14v5.A	72v4.B	56v3.B	56v2.B	36v3.A	34v4.B	75v4.A	6v5.B	15v5.A	4v3.A	51v3.B	19v5.B	182v2.B	37v5.A	44v5.B	129v2.A	4v4.A	90v4.A	5v3.B	75v2.A	71v5.B	79v4.B	66v5.A	37v3.A	30v5.B	204v2.B	85v2.A	13v3.A	48v4.A	12v4.B	143v2.A	40v4.B	143v5.A	22v4.A	108v5.B	19v2.B	64v3.A	190v3.B	89v3.B	15v2.A	66v4.A	219v3.A	66v2.A	77v4.A	54v5.B	11v3.B	55v4.A	76v3.A	182v3.B	20v5.A	61v5.A	82v3.B	86v4.A	33v5.B	80v5.B	120v5.A	14v4.A	22v3.A	48v2.A	48v3.A	26v5.B	116v3.A	120v3.A	6v3.B	82v5.B	195v2.A	99v5.B	64v5.A	19v4.B	27v2.B	99v4.B	91v2.A	5v2.B	70v2.B	33v3.B	17v4.A	44v4.B	84v2.A	27v3.B	27v4.B	90v5.A	79v5.B	27v5.B	219v2.A	51v2.B	66v3.A	221v3.B	7v3.A	29v5.B
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella	33.7	9.6	25.1	3.9	11.2	6.4	7.1	3.9	11.2	5.8	3.9	13.2	28.0	54.7	20.3	18.5	35.9	15.9	8.0	29.9	37.1	25.7	66.3	84.9	5.5	3.9	3.9	3.9	25.5	3.9	20.1	4.5	38.4	13.7	69.1	3.9	169.9	25.7	13.7	9.9	6.2	4.9	42.5	3.9	10.9	37.8	19.1	12.1	505.8	11.5	6.8	5.2	108.3	4.2	11.5	44.1	4.9	4.2	3.9	8.6	14.7	15.3	6.8	4.5	15.7	3.9	4.2	4.2	12.8	9.0	11.8	3.9	5.5	8.8	7.1	9.5	6.4	29.5	3.9	43.1	12.8	14.0	3.9	3.9	13.7	18.5	33.3	3.9	46.0	7.1	151.5	48.7	116.8	23.2	41.6	29.2	26.3	249.5	65.0	21.3	5.2	49.4	7.4	12.2	26.1	3.9	15.0	44.3	43.1	16.3	21.1	4.8	48.3	16.6	7.1	7.4	21.6	208.7	4.8	73.6	10.3	179.7	3.9	4.2	46.7	26.6	7.1	17.8	52.9	252.0	5.2	4.5	142.5	12.1	25.7	3.9	5.8	21.3	5.8	247.6	5.8	5.5	8.1	49.2	4.2	30.2	8.3	5.2	63.7	17.2	9.0	4.9	25.1	3.9	46.6	7.7	5.8	67.7	6.4	4.5	12.1	3.9	20.7	4.5	4.9	9.9	13.1	14.7	10.3	3.9	3.9	51.6	28.9	23.8	91.9	6.7	21.6	8.3	35.9	3.9	21.0	71.0	45.7	12.8	21.9	5.5	4.2	17.8	32.1	15.9	10.2	15.9	60.5	3.9	11.8	9.6	3.9	6.4	4.2	13.4	15.9	7.2	8.6	3.9	8.0	7.7	4.5	23.2	103.9	15.0	8.7	3.9	17.6	36.8	3.9	18.2	4.5	16.2	36.7	23.3	47.4	3.9	4.8	6.1	7.7	708.5	8.0	9.6	10.9	5.1	5.8	32.4	19.8	3.9	5.8	12.1	9.3	5.1	20.0	38.3	26.1	3.9	278.9	8.0	166.4	11.2	20.7	5.2	48.9	77.7	41.9	11.8	23.8	32.1	6.1	3.9	23.6	17.2	47.1	4.6	32.7	3.9	3.9	22.9	33.9	42.6	5.2	12.1	34.9	15.3	25.8	5.2	44.7	102.1	6.5	18.2
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Herbaspirillum	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Oxalobacter	0.3	0.3	1.9	0.3	0.3	0.6	0.3	0.3	1.9	3.8	0.3	0.3	0.3	5.4	6.0	1.3	0.3	0.6	0.3	0.3	0.3	1.6	0.6	0.3	0.3	0.3	0.3	0.3	2.2	0.3	0.3	1.3	0.3	0.9	0.3	0.3	0.3	0.3	0.3	1.9	0.3	1.3	1.9	0.3	0.6	1.3	0.3	0.3	0.3	0.3	0.6	0.6	1.6	0.3	2.8	0.3	0.9	0.3	0.3	0.3	0.3	0.3	0.3	0.3	4.4	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	3.2	0.3	0.3	0.3	0.3	0.3	0.6	0.3	2.5	0.3	0.3	0.3	0.3	1.9	0.3	0.3	0.3	0.3	5.7	0.3	0.9	13.9	0.3	0.3	0.3	1.3	1.6	0.3	0.3	0.3	0.3	0.3	1.0	0.3	0.6	4.4	0.3	1.9	0.3	7.2	0.3	0.3	2.2	0.3	0.3	3.5	0.3	0.3	0.3	0.3	1.3	0.3	3.5	2.8	0.9	0.3	0.3	0.3	0.3	0.3	0.3	1.3	0.3	0.3	0.3	0.3	3.5	0.3	0.3	0.3	0.3	0.6	4.7	0.3	0.3	0.3	0.3	0.3	0.3	5.0	0.3	4.4	3.2	0.3	0.9	1.9	1.6	0.6	0.3	0.3	1.0	0.3	0.6	0.3	0.3	3.2	0.3	0.3	0.3	5.4	0.9	1.6	0.3	0.3	0.3	2.5	0.3	0.3	3.5	0.3	1.3	1.3	0.3	0.3	3.2	7.6	0.3	0.3	0.3	2.5	0.3	0.9	0.9	0.3	2.5	1.3	0.3	0.3	13.6	0.3	1.3	2.2	0.3	0.3	1.6	0.3	2.5	0.3	0.3	5.1	5.7	0.3	0.3	0.3	0.3	3.2	0.3	0.3	0.3	0.9	3.5	0.3	0.3	0.3	5.0	0.3	0.9	0.3	0.3	1.6	0.3	0.3	0.3	0.9	2.2	0.6	0.3	0.3	0.3	3.2	6.6	0.3	0.3	0.3	0.3	0.3	1.9	0.3	0.6	0.3	0.3	4.4	2.8	2.5	0.3	3.5	0.3	0.3	0.3	0.3	0.3	3.5	0.3	0.3	0.3	0.3	0.6	1.9	0.6	4.4	0.3	0.3	0.3
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Eikenella	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	1.2	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	1.6	0.6	0.6	0.6	0.6	0.6	0.6	0.9	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	1.2	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	1.6	1.2	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	3.8	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	1.2	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Kingella	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae;Other	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Dechloromonas	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__DesulfobacteraceaeFA	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.9	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila	12.9	4.0	35.3	2.7	4.0	8.4	11.9	3.7	49.3	15.3	6.2	4.6	19.2	64.5	19.4	14.4	7.1	8.1	4.6	45.1	11.3	3.0	10.3	2.7	9.0	8.1	2.7	2.7	13.8	27.4	15.0	6.2	53.1	6.5	6.2	2.7	15.3	28.6	9.4	16.9	2.7	9.0	3.7	3.0	10.6	18.5	2.7	8.1	193.4	6.5	16.9	2.7	21.7	8.4	15.9	13.5	3.0	40.4	2.7	3.0	8.7	22.0	19.5	3.7	10.3	2.7	2.7	2.7	12.6	2.7	45.7	2.7	3.4	37.2	3.6	3.0	6.2	35.3	2.7	14.1	17.6	7.5	2.7	2.7	2.7	7.1	15.0	7.2	35.9	9.7	2.7	23.8	6.2	49.2	52.0	2.7	2.7	3.3	22.6	17.9	15.4	16.0	8.4	25.5	10.0	3.0	13.1	5.9	12.8	3.7	23.6	4.0	88.1	7.5	6.5	20.7	30.2	252.0	21.3	23.3	42.0	2.7	2.7	5.2	25.8	18.8	18.2	42.8	14.7	3.0	2.7	3.7	2.7	15.4	4.6	2.7	33.1	7.5	4.6	46.0	3.3	4.0	13.5	32.5	2.7	22.3	6.8	3.7	43.5	24.9	7.5	2.7	33.0	3.4	43.8	16.0	6.8	25.8	10.6	15.6	4.0	2.7	6.5	4.6	2.7	19.4	28.6	2.7	12.8	2.7	2.7	63.0	26.1	7.8	8.1	4.3	14.7	3.7	19.5	3.7	6.8	11.3	10.6	15.1	18.5	5.2	5.9	23.5	18.5	32.4	31.8	14.4	27.4	10.6	5.6	9.4	9.4	24.5	6.2	11.3	7.1	11.5	2.7	10.9	12.8	3.0	89.4	13.1	43.2	12.2	8.7	3.0	13.8	5.2	6.8	17.6	2.7	30.5	9.4	17.9	30.9	3.3	4.9	31.2	2.7	2.7	12.5	49.1	24.9	12.8	9.7	2.7	21.4	2.7	2.7	23.0	3.7	16.0	37.2	10.0	22.3	2.7	6.2	17.2	75.5	9.4	48.3	2.7	68.3	77.4	26.7	27.6	28.0	3.0	29.2	3.3	3.7	2.7	9.7	3.7	9.4	2.7	2.7	23.6	19.5	37.2	4.0	11.9	54.2	3.3	52.6	8.1	57.1	19.2	43.0	20.1
