Taxon	72v3.B	60v2.B	11v2.B	75v3.A	36v5.A	70v4.B	219v4.A	76v5.A	190v5.B	61v2.A	9v5.A	20v4.A	86v3.A	82v4.B	82v2.B	14v3.A	195v4.A	190v2.B	60v5.B	143v4.A	195v5.A	20v2.A	85v3.A	99v3.B	37v2.A	29v2.B	12v2.B	12v3.B	20v3.A	2v5.A	56v4.B	51v4.B	195v3.A	28v5.A	36v4.A	29v3.B	97v4.A	77v2.A	182v5.B	73v2.B	80v3.B	31v5.A	61v3.A	9v4.A	204v4.B	16v3.B	18v2.A	193v3.B	221v4.B	33v4.B	204v5.B	31v2.A	193v2.B	48v5.A	16v5.B	97v5.A	40v5.B	75v5.A	17v3.A	85v4.A	13v4.A	44v3.B	13v5.A	55v2.A	182v4.B	80v4.B	55v5.A	54v2.B	7v5.A	54v3.B	77v3.A	17v5.A	78v5.B	204v3.B	2v2.A	129v4.A	84v5.A	79v2.B	34v2.B	91v5.A	116v5.A	84v4.A	9v3.A	30v3.B	99v2.B	36v2.A	73v5.B	2v4.A	143v3.A	4v5.A	89v5.B	71v2.B	78v2.B	11v4.B	73v3.B	18v3.A	18v5.A	120v4.A	193v4.B	15v4.A	219v5.A	34v5.B	60v3.B	97v3.A	22v2.A	19v3.B	37v4.A	120v2.A	72v2.B	78v4.B	16v2.B	76v4.A	84v3.A	108v3.B	28v2.A	14v2.A	90v3.A	79v3.B	61v4.A	22v5.A	190v4.B	89v2.B	17v2.A	31v4.A	116v4.A	64v2.A	15v3.A	11v5.B	7v4.A	78v3.B	12v5.B	108v2.B	89v4.B	221v2.B	6v4.B	80v2.B.A48	29v4.B	116v2.A	85v5.A	91v3.A	30v4.B	129v5.A	4v2.A	221v5.B	26v2.B	28v4.A	60v4.B	55v3.A	28v3.A	33v2.B	7v2.A	54v4.B	70v5.B	2v3.A	91v4.A	64v4.A	76v2.A	71v4.B	90v2.A	51v5.B	26v4.B	34v3.B	97v2.A	26v3.B	5v5.B	44v2.B	56v5.B	18v4.A	16v4.B	5v4.B	129v3.A	70v3.B	73v4.B	72v5.B	193v5.B	9v2.A	86v2.A	30v2.B	71v3.B	108v4.B	40v2.B	40v3.B	86v5.A	31v3.A	6v2.B	13v2.A	77v5.A	14v5.A	72v4.B	56v3.B	56v2.B	36v3.A	34v4.B	75v4.A	6v5.B	15v5.A	4v3.A	51v3.B	19v5.B	182v2.B	37v5.A	44v5.B	129v2.A	4v4.A	90v4.A	5v3.B	75v2.A	71v5.B	79v4.B	66v5.A	37v3.A	30v5.B	204v2.B	85v2.A	13v3.A	48v4.A	12v4.B	143v2.A	40v4.B	143v5.A	22v4.A	108v5.B	19v2.B	64v3.A	190v3.B	89v3.B	15v2.A	66v4.A	219v3.A	66v2.A	77v4.A	54v5.B	11v3.B	55v4.A	76v3.A	182v3.B	20v5.A	61v5.A	82v3.B	86v4.A	33v5.B	80v5.B	120v5.A	14v4.A	22v3.A	48v2.A	48v3.A	26v5.B	116v3.A	120v3.A	6v3.B	82v5.B	195v2.A	99v5.B	64v5.A	19v4.B	27v2.B	99v4.B	91v2.A	5v2.B	70v2.B	33v3.B	17v4.A	44v4.B	84v2.A	27v3.B	27v4.B	90v5.A	79v5.B	27v5.B	219v2.A	51v2.B	66v3.A	221v3.B	7v3.A	29v5.B
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__PeptostreptococcaceaeFA	331.4	597.6	300.6	47.8	199.3	776.4	92.5	16.4	169.2	144.6	577.7	162.8	9.5	21.5	1193.8	80.4	223.7	292.4	416.0	289.1	648.6	508.7	50.0	38.0	183.1	88.9	54.5	40.9	7.6	273.2	235.1	1719.5	6.0	33.9	442.1	10.5	114.3	194.7	208.4	365.7	28.8	60.8	89.6	116.6	138.9	170.6	8.6	23.8	245.9	51.6	69.9	68.3	38.7	11.7	129.8	150.6	128.4	7.6	65.5	286.4	138.6	5.7	112.1	636.5	600.3	1803.3	125.3	126.3	14.6	11.1	52.5	269.2	106.4	17.1	49.1	186.7	211.4	422.0	266.6	22.2	618.8	391.0	5.7	9.8	390.6	823.2	157.5	36.4	31.6	12.1	268.6	278.8	34.9	749.4	35.1	38.3	143.6	23.7	85.1	6.3	37.8	146.9	24.1	6.3	8.6	5.7	503.4	7.9	17.5	56.4	175.9	16.5	21.5	7.9	111.6	602.2	71.5	89.9	58.2	11.7	362.7	291.1	382.8	149.7	766.5	1436.8	5.7	169.9	61.1	29.8	39.0	558.8	126.2	87.1	83.8	520.0	149.6	1269.4	822.2	36.0	167.0	274.8	56.1	246.5	662.0	51.2	539.0	636.1	26.9	29.8	23.0	279.8	1666.2	60.2	19.9	2493.3	45.3	226.3	246.7	150.6	13.3	26.9	67.3	41.5	33.0	538.3	203.2	53.2	53.8	134.9	9.2	674.3	739.9	15.9	27.8	68.6	64.2	54.5	63.0	21.9	34.9	76.5	53.4	38.0	21.2	194.9	1421.0	52.6	93.6	31.4	557.5	49.4	119.4	138.6	122.1	9.2	20.0	94.8	138.9	300.2	389.4	1408.3	453.0	74.7	31.0	37.4	153.5	265.0	10.7	377.8	27.2	110.5	243.2	285.6	98.4	8.6	31.0	14.2	216.2	115.1	15.3	17.4	18.7	138.1	600.2	89.9	6.3	461.4	33.2	2795.5	160.1	201.5	22.5	206.7	27.6	36.1	197.9	13.9	62.8	57.4	78.3	644.1	321.8	172.6	6.7	858.0	6.3	76.9	730.9	8.6	14.8	20.2	357.2	519.1	3583.4	52.2	8.3	86.0	52.8	26.0	233.1	31.4	102.8	535.1	127.4	10.5	16.2	132.2	50.0	33.5	42.4	451.0	166.9	67.5	5.7	65.9
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Peptostreptococcus	0.6	0.6	0.6	1.2	0.6	0.6	0.6	0.6	1.3	2.5	0.6	0.6	0.6	0.6	0.6	0.6	0.9	0.6	0.6	0.6	0.9	0.6	4.1	4.1	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.9	1.3	0.6	5.0	1.6	0.9	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	1.6	1.2	0.6	0.6	0.6	0.6	0.9	0.6	0.6	0.6	1.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	67.3	1.3	0.6	0.6	0.6	3.1	0.6	1.2	1.2	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	1.3	0.6	0.6	1.6	0.6	0.6	0.6	0.9	0.6	1.2	0.6	1.6	0.6	0.6	0.6	0.6	0.6	29.4	0.6	0.6	0.6	0.6	1.2	0.6	0.6	0.6	1.3	0.6	0.6	0.6	1.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.9	0.6	0.6	3.1	0.6	1.2	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.9	3.8	0.6	0.6	0.9	0.6	0.9	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	6.3	0.9	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	1.9	0.6	0.6	12.0	0.6	0.6	0.6	0.6	0.6	1.2	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	1.2	0.6	0.9	0.9	0.6	0.6	0.6	0.6	0.6	3.1	0.9	0.9	0.6	0.6	0.6	0.9	0.6	0.6	0.6	0.6	3.5	0.9	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.9	2.5	0.6	1.6	0.9	0.6	0.6	0.9	0.6	0.6	0.6	0.6	1.9	0.6	0.9	0.6	0.6	0.6	0.6	0.6	0.9	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerofilum	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.9	0.3	0.3	0.3	0.3	0.3	1.3	0.3	0.3	0.3	1.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.9	0.3	0.9	0.3	0.3	0.3	0.9	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.6	0.3	0.3	0.3	1.6	1.9	0.3	0.9	0.3	0.3	0.3	0.3	1.3	1.6	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	1.6	1.9	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.6	0.3	1.9	0.3	0.9	0.3	0.3	0.3	1.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	2.2	0.6	0.3	0.6	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.9	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.3	0.3	0.3	0.9	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.9	0.6	0.3	0.3	2.2	0.3	0.6	0.3	0.3	0.3
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus	1.2	1.2	1.8	1.8	2.2	1.5	1.2	1.8	1.2	1.2	19.9	1.2	1.2	1.2	1.5	1.8	2.2	1.5	1.5	2.2	1.5	1.2	1.2	1.2	1.8	1.2	1.8	1.9	1.5	1.2	2.8	2.8	1.2	1.2	1.2	1.2	1.2	1.5	1.2	2.1	1.2	1.2	1.2	7.6	1.5	6.2	1.8	1.5	1.2	1.5	2.8	1.2	13.6	30.1	1.5	1.8	1.8	4.1	3.1	1.5	6.0	2.8	3.4	1.2	1.5	1.2	1.2	1.2	1.2	1.2	2.1	1.5	1.2	2.8	1.2	2.5	1.2	1.2	8.2	1.5	1.2	1.2	1.2	2.8	1.2	1.8	1.5	1.2	1.2	1.2	10.1	2.2	1.2	1.8	4.1	1.2	1.2	1.8	7.2	1.2	1.2	1.8	2.2	1.2	2.8	1.2	5.3	2.5	1.2	1.2	1.2	1.5	1.5	5.0	1.5	5.3	1.2	1.2	1.2	1.2	1.2	5.6	1.5	1.5	1.2	4.1	2.2	2.2	5.3	1.2	3.4	5.6	2.2	1.5	1.2	1.2	2.8	1.2	1.8	4.7	1.5	1.2	1.2	1.2	2.2	1.5	1.2	1.8	2.8	4.1	1.2	1.2	2.5	1.2	5.9	1.8	2.5	2.2	8.1	1.5	1.2	1.2	1.8	1.2	3.4	1.5	1.2	1.2	1.2	1.2	1.2	3.1	1.2	1.5	4.7	9.4	2.2	1.5	2.1	1.2	1.8	4.4	1.5	1.8	1.2	3.4	1.5	4.7	3.5	1.5	5.9	1.2	1.5	4.4	1.2	3.1	1.2	3.0	1.2	2.2	1.2	1.2	1.2	1.2	3.7	5.7	1.5	1.2	1.2	1.2	1.5	1.2	3.8	4.7	7.2	29.4	3.1	1.2	4.1	2.8	1.2	1.2	1.5	4.1	1.2	1.8	1.2	1.8	2.2	1.5	4.0	1.2	1.2	1.2	1.5	1.8	1.2	1.2	2.5	1.2	1.5	1.2	5.3	13.5	2.2	31.6	4.0	1.2	1.2	5.0	2.5	1.2	1.2	1.2	5.6	3.4	3.1	1.2	1.2	1.2	1.5	1.2	2.1	1.8	1.5	1.2	1.5	3.1	7.2	1.2	3.7	3.7	1.8	1.2	1.2	4.7
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium	2312.0	513.1	410.8	1001.9	1379.8	565.3	416.2	158.9	2045.4	337.0	65.5	1033.7	1252.2	1912.5	834.6	2026.9	2071.0	2581.1	353.6	3169.0	996.1	551.2	908.6	3313.8	453.8	204.7	25.5	143.1	1351.1	13.8	2863.4	788.9	2454.1	119.5	2606.3	110.0	3766.3	346.5	895.4	1348.3	2601.9	164.1	982.7	1356.6	775.3	697.2	383.3	40.5	14.1	281.1	699.8	113.2	530.4	27.7	870.4	1071.5	184.9	1200.8	322.3	655.3	417.1	614.8	626.3	1119.0	1423.9	351.4	1165.4	660.6	111.0	583.3	2225.9	373.6	229.9	1662.2	341.1	790.8	14.1	856.9	1526.1	972.9	658.5	122.5	13.8	548.6	1857.0	1518.3	1426.5	14.5	6488.6	723.9	2358.6	3242.5	1870.5	577.6	830.3	436.8	582.5	2368.8	201.3	791.3	676.1	1107.6	85.2	21.8	976.0	111.5	439.0	1396.0	2283.1	813.3	592.9	177.8	1871.6	1403.0	338.6	246.4	10073.8	630.6	172.4	192.6	708.2	438.7	641.5	40.7	593.8	208.5	1068.3	341.8	687.7	2066.6	178.3	932.5	1554.1	405.6	381.9	770.8	1142.3	1024.5	767.1	4648.9	534.7	342.2	1086.7	14.8	115.7	428.3	693.3	2194.8	1423.8	246.4	708.2	124.4	2249.5	256.1	2342.7	529.4	273.8	1160.3	322.1	804.2	914.6	937.6	518.1	992.2	13.8	1005.1	2126.8	490.9	639.1	14.1	17.1	2416.7	1246.8	1562.2	922.0	216.9	743.3	574.3	3852.8	448.5	519.7	453.6	1187.4	426.6	478.7	328.7	174.1	1172.3	1317.9	3063.1	1536.1	3240.4	1042.5	2268.9	237.0	990.4	1213.1	422.6	597.8	1525.3	1313.8	468.3	421.8	713.8	834.6	14.5	1572.1	1771.7	441.8	1555.3	255.8	404.0	1637.2	288.1	178.9	49.2	301.4	2403.2	233.9	2813.4	21.8	33.7	459.5	1079.7	786.9	2616.1	830.5	370.7	1284.2	593.5	516.8	265.2	388.0	2042.0	173.7	1657.1	407.9	97.8	14.4	1960.8	516.3	857.8	5148.1	242.9	409.2	30.6	166.9	186.5	15.4	378.9	1485.9	1105.5	720.0	1605.7	346.3	344.1	402.0	1506.0	800.3	13.8	500.4	728.4	521.0	1029.9	2445.9	13.8	609.8	1963.0	740.8	518.2	1912.5	657.8	2592.1	307.8	38.2	217.8
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira	91.2	118.1	71.1	101.9	85.6	106.1	71.8	137.4	93.0	138.1	234.4	91.8	78.7	315.6	228.8	117.9	102.8	192.3	69.1	106.8	122.8	79.3	80.3	67.3	95.4	108.0	61.3	51.6	92.4	94.3	80.5	237.4	45.2	99.9	125.6	42.6	99.9	623.1	201.7	99.3	141.1	68.3	71.1	98.1	63.5	106.0	92.6	44.5	103.2	90.2	130.0	67.3	131.6	210.0	103.2	86.9	79.2	266.6	222.3	78.6	178.7	177.7	97.8	214.8	149.6	54.1	103.2	63.5	67.6	65.3	274.4	108.9	44.0	220.7	64.1	68.8	133.4	161.7	206.3	115.3	119.5	168.9	42.3	64.0	67.9	85.4	112.0	103.8	212.4	49.1	285.9	147.5	71.1	108.1	256.9	98.1	95.4	233.3	149.3	90.2	68.7	103.0	139.3	43.0	74.0	42.3	193.4	125.9	90.7	60.4	97.7	80.9	378.6	233.7	103.7	218.4	112.7	159.1	107.4	113.8	74.9	216.1	165.3	98.2	90.4	281.7	113.6	82.2	164.6	42.3	60.8	151.8	134.1	100.2	88.1	52.6	98.3	68.6	125.6	267.4	113.6	53.0	72.1	86.0	83.5	111.1	85.5	347.2	132.5	91.1	65.4	43.7	226.0	45.2	141.6	175.8	127.7	101.4	401.2	157.5	85.3	55.7	111.2	98.0	54.3	155.1	89.3	93.2	94.4	43.3	42.3	282.0	199.8	80.0	94.5	119.4	99.3	104.7	159.7	48.6	87.6	180.8	88.5	106.4	98.8	93.6	496.8	281.9	167.9	91.4	104.5	63.0	82.8	189.8	105.6	93.5	49.4	590.0	79.7	122.1	91.8	280.7	170.7	69.0	133.8	83.9	286.5	87.5	81.6	102.9	120.2	74.9	211.8	115.0	130.3	239.0	79.1	90.8	166.9	126.9	79.1	45.8	72.7	160.0	42.3	242.9	96.9	221.7	80.0	152.1	194.7	74.0	64.3	173.8	101.6	163.7	81.7	126.6	108.1	135.1	78.7	53.7	434.8	174.8	102.0	168.0	467.5	74.2	42.3	98.7	179.9	175.5	81.9	64.7	240.1	82.8	129.0	46.5	143.1	50.3	68.4	56.4	115.6	179.3	114.2	51.9	90.4	175.4	159.8	75.2	240.4	168.4	151.5	52.1	43.5	149.7
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__RuminococcaceaeFA	435.9	653.2	393.8	326.0	744.8	1022.6	330.5	639.4	570.9	1277.0	632.5	436.3	962.5	1630.9	1346.4	341.6	808.6	1810.9	525.7	653.8	735.5	458.3	1002.4	1029.9	573.5	535.4	290.9	431.1	328.8	223.5	346.9	1202.4	486.6	596.6	733.0	206.4	832.8	1906.5	1010.7	709.3	300.3	456.4	277.2	247.9	508.6	384.1	522.1	230.2	275.6	337.3	544.5	470.0	244.8	570.9	727.5	458.0	474.9	376.4	619.9	756.0	550.7	1227.1	574.9	440.8	1264.0	395.0	411.7	341.8	667.1	709.6	549.3	495.0	233.4	926.7	559.0	642.8	1115.3	485.4	1185.0	510.1	534.3	1473.7	206.4	436.2	771.3	1286.8	463.6	209.6	646.5	304.4	1089.1	1315.8	460.8	357.8	971.6	550.2	924.7	738.0	308.3	261.8	321.8	633.3	615.6	364.0	417.1	209.9	1437.6	693.2	743.3	234.4	642.9	342.0	2299.6	502.8	639.0	943.8	333.2	279.5	817.4	336.6	2614.9	850.4	708.4	487.3	637.5	2374.8	238.4	337.6	823.8	264.1	291.1	388.7	440.1	546.9	560.1	483.4	366.6	367.4	2733.1	596.2	549.0	651.0	491.7	560.4	554.0	703.2	627.6	626.2	418.2	333.1	432.3	213.2	1526.5	266.4	938.1	951.6	456.1	1769.4	3296.1	597.6	596.1	234.3	328.6	276.7	272.7	1847.0	345.8	517.5	586.1	207.7	206.7	1347.4	864.3	889.6	228.8	669.6	1894.8	527.7	280.4	544.8	307.4	1087.5	1815.0	684.7	767.6	656.0	1368.5	879.3	1115.1	273.9	434.9	363.7	576.5	477.5	601.2	236.8	275.1	929.3	623.4	997.8	1695.5	2065.7	2066.6	371.9	725.0	240.6	562.8	542.9	593.8	585.3	1086.6	386.7	1104.6	1284.8	1388.7	499.1	481.7	562.0	1014.5	693.3	262.0	296.9	587.0	896.1	210.5	581.3	366.4	1084.3	434.8	681.3	936.8	279.0	228.1	613.8	441.4	574.0	484.6	752.2	630.4	4312.9	396.2	534.5	1342.3	947.3	333.8	1365.6	565.6	540.0	554.3	1003.4	506.9	1197.3	1120.3	861.1	1595.0	671.9	470.1	879.5	622.4	263.5	401.2	240.3	491.1	1904.5	648.9	268.9	775.7	1637.1	595.8	560.6	524.6	891.3	448.1	588.9	440.2	550.4
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus	103.3	512.1	224.8	178.3	496.0	1091.3	370.5	262.3	164.6	284.3	595.7	474.1	473.9	969.8	1363.6	137.8	322.0	997.1	346.6	581.3	152.4	333.0	462.6	93.2	407.7	407.2	74.0	75.2	332.7	70.4	345.6	656.8	78.5	219.8	218.4	66.9	872.0	1677.2	548.2	891.0	513.2	237.8	76.9	201.2	563.9	828.8	281.3	71.7	66.6	200.1	459.2	224.9	75.8	1038.6	403.5	249.9	345.8	102.0	239.8	112.1	129.6	326.5	296.1	555.3	347.1	619.9	380.0	521.0	154.5	69.9	976.4	336.3	80.6	1685.8	355.3	639.2	245.6	728.4	486.5	765.8	67.6	1072.6	66.6	103.3	222.5	508.9	576.3	69.2	744.8	76.8	243.3	611.6	71.4	328.0	1047.9	277.1	482.6	80.4	107.7	91.2	311.6	621.3	969.9	333.1	129.9	67.2	488.5	585.1	299.4	74.6	455.4	232.8	1775.4	116.8	298.5	192.4	100.7	900.5	297.6	152.2	74.0	171.2	331.4	174.2	69.5	934.6	152.6	254.2	121.0	66.3	76.9	94.9	131.1	332.8	139.4	576.1	344.5	175.0	748.9	355.6	105.6	740.0	87.2	105.6	402.2	316.1	456.9	1042.0	403.4	212.5	95.1	68.9	1833.5	104.3	404.9	476.1	217.9	620.3	1471.9	305.3	402.0	70.5	260.9	105.0	357.8	645.1	291.8	379.5	257.4	68.2	67.3	1957.3	383.5	328.8	71.6	331.3	519.4	130.0	223.5	101.4	279.2	936.4	639.0	512.7	648.3	130.5	831.7	210.7	437.7	576.2	503.3	77.9	417.1	228.9	378.4	115.3	76.1	668.2	684.1	577.4	521.6	630.2	584.7	81.5	265.8	173.7	130.9	512.1	468.5	915.0	239.1	100.4	875.4	418.4	129.1	1297.1	70.8	172.7	433.5	329.7	110.1	68.1	279.0	1457.5	67.3	166.0	542.1	816.5	233.8	1127.0	1172.3	107.1	186.7	469.0	267.5	421.8	394.4	378.9	106.8	1065.6	233.9	774.1	88.1	365.5	287.6	753.5	1383.3	233.3	66.3	71.4	446.0	574.7	585.8	141.2	812.0	505.1	221.4	134.3	514.8	76.8	524.2	67.0	624.1	852.7	1267.8	90.5	669.4	387.1	1011.8	305.8	945.3	317.0	735.2	78.1	67.9	680.1
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae;Other	4.2	4.5	4.2	4.2	4.2	4.8	4.2	4.2	4.2	4.2	32.1	4.2	4.5	5.8	5.2	4.2	4.5	4.8	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.5	6.1	4.2	4.2	4.2	4.5	4.2	43.2	4.2	4.5	4.8	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.8	4.5	4.2	4.5	4.8	4.2	4.2	4.2	4.2	5.5	4.8	4.2	4.2	4.2	4.2	4.2	4.8	4.2	4.2	4.5	4.2	4.2	5.5	4.2	4.8	4.2	4.2	4.5	4.2	4.8	4.2	4.5	4.2	4.2	4.5	4.2	4.2	4.8	4.2	4.5	4.2	4.2	4.5	4.2	4.5	4.5	4.2	4.2	4.2	5.5	4.2	4.8	4.2	4.5	4.2	7.8	4.5	4.2	4.8	4.2	4.8	4.5	4.2	4.2	4.2	4.2	4.2	4.2	4.5	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.5	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.5	5.1	4.5	4.2	4.2	6.1	4.2	8.3	4.2	4.2	4.2	4.8	4.8	4.2	4.2	4.2	4.2	4.2	4.8	4.5	5.1	4.5	4.2	4.2	5.5	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	6.1	4.8	4.2	4.2	4.2	4.5	4.2	5.1	4.2	5.8	4.2	4.8	4.2	4.2	4.5	4.2	4.2	4.2	4.5	4.2	4.5	4.2	4.2	4.2	4.2	4.2	5.1	5.5	4.5	4.2	4.2	4.2	4.5	4.2	4.2	4.2	4.2	4.5	4.2	4.2	6.1	4.2	4.2	4.5	5.5	4.2	4.2	4.5	4.5	4.2	4.2	4.5	4.2	4.2	4.2	4.2	5.2	5.5	4.2	4.5	4.2	4.5	4.2	4.2	4.2	6.1	4.2	4.2	4.2	4.5	4.2	4.2	5.1	4.2	4.5	4.2	4.2	4.5	11.2	4.2	4.2	4.8	4.5	4.2	4.2	4.8	4.5	4.2	4.2	4.5
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Acidaminococcus	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	186.8	0.9	0.9	10.0	0.9	0.9	0.9	0.9	1.2	179.0	0.9	0.9	1.2	14.8	793.0	0.9	1.2	0.9	0.9	0.9	23.7	0.9	0.9	0.9	0.9	0.9	1.2	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1.2	0.9	7.2	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	33.5	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	92.5	0.9	0.9	1.2	0.9	0.9	0.9	1.2	0.9	0.9	0.9	0.9	284.4	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1.2	0.9	0.9	10.1	0.9	0.9	0.9	6.0	0.9	0.9	0.9	0.9	0.9	0.9	1.2	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1064.7	397.7	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	314.1	0.9	0.9	0.9	0.9	6.0	59.0	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	17.0	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1.2	0.9	0.9	1.2	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1.2	0.9	0.9	0.9	1.2	0.9	0.9	1.2	0.9	0.9	0.9	0.9	0.9	0.9	2.2	0.9	0.9	0.9	0.9	0.9	124.0	0.9	1.2	1.2	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	59.6	0.9	1.2	0.9	0.9	0.9	0.9	0.9	0.9	154.4	0.9	0.9	28.1	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	5.7	0.9	0.9	0.9	3.8	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1.2	0.9	0.9	190.8	19.9	0.9	0.9	0.9	0.9	0.9	0.9	1.2	0.9	0.9	53.1	1.2	0.9	54.7	0.9	0.9	0.9	0.9	0.9	0.9
